AÑO;TOTAL MATRÍCULA;TOTAL MATRÍCULA MUJERES;TOTAL MATRÍCULA HOMBRES;TOTAL MATRÍCULA PRIMER AÑO;TOTAL MATRÍCULA MUJERES PRIMER AÑO;TOTAL MATRÍCULA HOMBRES PRIMER AÑO;CLASIFICACIÓN INSTITUCIÓN NIVEL 1;CLASIFICACIÓN INSTITUCIÓN NIVEL 2;CLASIFICACIÓN INSTITUCIÓN NIVEL 3;CÓDIGO DE INSTITUCIÓN;NOMBRE INSTITUCIÓN;ACREDITACIÓN INSTITUCIONAL;REGIÓN;PROVINCIA;COMUNA;NOMBRE SEDE;NOMBRE CARRERA;ÁREA DEL CONOCIMIENTO;CINE-F 1997 ÁREA;CINE-F 1997 SUBAREA;ÁREA CARRERA GENÉRICA;CINE-F 2013 ÁREA;CINE-F 2013 SUBAREA;NIVEL GLOBAL;CARRERA CLASIFICACIÓN NIVEL 1;CARRERA CLASIFICACIÓN NIVEL 2;MODALIDAD;JORNADA;CÓDIGO CARRERA;ACREDITACIÓN CARRERA;TOTAL RANGO DE EDAD;RANGO DE EDAD 15 A 19 AÑOS;RANGO DE EDAD 20 A 24 AÑOS;RANGO DE EDAD 25 A 29 AÑOS;RANGO DE EDAD 30 A 34 AÑOS;RANGO DE EDAD 35 A 39 AÑOS;RANGO DE EDAD 40 Y MÁS AÑOS;RANGO DE EDAD SIN INFORMACIÓN;PROMEDIO EDAD CARRERA     ;PROMEDIO EDAD MUJER     ;PROMEDIO EDAD HOMBRE     
MAT_2025;410;153;257;136;44;92;Universidades;Universidades Privadas;Universidades Privadas;39;UNIVERSIDAD SAN SEBASTIAN;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SEDE SANTIAGO;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I39S6C1J1V1;NO ACREDITADA;410;113;247;46;4;;;;21,3;21,1;21,5
MAT_2025;152;67;85;105;45;60;Universidades;Universidades Privadas;Universidades Privadas;23;UNIVERSIDAD ADOLFO IBAÑEZ;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;CASA CENTRAL (VIÑA DEL MAR);INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I23S1C1J1V1;NO ACREDITADA;152;99;51;2;;;;;19,5;19,5;19,5
MAT_2025;650;241;409;;;;Universidades;Universidades Privadas;Universidades Privadas;23;UNIVERSIDAD ADOLFO IBAÑEZ;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;CASA CENTRAL (VIÑA DEL MAR);INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I23S1C1J1V3;NO ACREDITADA;650;66;540;38;6;;;;21,6;21,5;21,7
MAT_2025;1;;1;;;;Universidades;Universidades Privadas;Universidades Privadas;16;UNIVERSIDAD LA REPUBLICA;NO ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SEDE SANTIAGO;INGENERIA COMERCIAL CONTINUIDAD;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;No Presencial;A Distancia;I16S1C267J4V2;NO ACREDITADA;1;;;;;;1;;41;;41
MAT_2025;2;1;1;;;;Universidades;Universidades Privadas;Universidades Privadas;16;UNIVERSIDAD LA REPUBLICA;NO ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SEDE SANTIAGO;INGENERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;No Presencial;A Distancia;I16S1C45J4V1;NO ACREDITADA;2;;;1;;;1;;38;25;51
MAT_2025;1;1;;;;;Universidades;Universidades Privadas;Universidades Privadas;19;UNIVERSIDAD DE LAS AMERICAS;ACREDITADA;Biobío;CONCEPCION;CONCEPCION;SEDE CONCEPCION;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Otra;I19S5C132J5V1;NO ACREDITADA;1;;;;;1;;;37;37;
MAT_2025;89;65;24;22;16;6;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INGENIERIA EN TURISMO Y HOTELERIA;Administración y Comercio;Servicios;Servicios Personales;Administración Turística y Hotelera;Servicios;Servicios personales;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S3C81J1V1;NO ACREDITADA;89;21;57;10;1;;;;21,4;21,2;21,9
MAT_2025;432;167;265;132;34;98;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INGENIERIA EN ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S1C69J1V1;NO ACREDITADA;432;106;287;35;4;;;;21,2;21,1;21,3
MAT_2025;48;21;27;14;7;7;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;ADMINISTRACION DE ECOTURISMO;Administración y Comercio;Servicios;Servicios Personales;Administración Turística y Hotelera;Servicios;Servicios personales;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S3C28J1V1;NO ACREDITADA;48;10;33;4;1;;;;21,5;20,4;22,3
MAT_2025;860;203;657;274;63;211;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CASONA DE LAS CONDES;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S2C1J1V1;NO ACREDITADA;860;197;556;104;3;;;;21,6;21;21,7
MAT_2025;71;33;38;15;9;6;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Biobío;CONCEPCION;CONCEPCION;SEDE CONCEPCION;ADMINISTRACION DE ECOTURISMO;Administración y Comercio;Servicios;Servicios Personales;Administración Turística y Hotelera;Servicios;Servicios personales;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S4C28J1V1;NO ACREDITADA;71;14;50;7;;;;;21,7;21,1;22,2
MAT_2025;69;35;34;12;7;5;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);ADMINISTRACION DE ECOTURISMO;Administración y Comercio;Servicios;Servicios Personales;Administración Turística y Hotelera;Servicios;Servicios personales;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S1C28J1V1;NO ACREDITADA;69;9;56;4;;;;;21,6;21,5;21,7
MAT_2025;44;22;22;7;2;5;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Biobío;CONCEPCION;CONCEPCION;SEDE CONCEPCION;INGENIERIA EN ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I20S4C12J2V1;NO ACREDITADA;44;1;19;11;4;5;4;;27,9;28,6;27,3
MAT_2025;45;16;29;10;4;6;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INGENIERIA EN ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I20S3C12J2V1;NO ACREDITADA;45;2;15;12;7;4;5;;28,7;30,3;27,9
MAT_2025;162;67;95;51;20;31;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INGENIERIA EN ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración de Empresas e Ing. Asociadas;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S3C12J1V1;NO ACREDITADA;162;49;104;7;2;;;;21;20,5;21,3
MAT_2025;19;11;8;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SEDE SANTIAGO;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I81S7C14J2V3;NO ACREDITADA;19;;;4;1;9;5;;36,2;37,5;34,5
MAT_2025;2;1;1;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I81S1C223J2V4;NO ACREDITADA;2;;;1;;1;;;32;36;28
MAT_2025;150;110;40;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I81S1C223J2V3;NO ACREDITADA;150;;32;37;29;24;28;;32;32,2;31,5
MAT_2025;226;71;155;81;26;55;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Biobío;CONCEPCION;CONCEPCION;SEDE CONCEPCION;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S4C1J1V1;NO ACREDITADA;226;68;138;17;3;;;;21,1;21;21,2
MAT_2025;75;34;41;28;11;17;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;CONTADOR AUDITOR;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Contador Auditor;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S3C3J1V1;NO ACREDITADA;75;24;43;8;;;;;20,9;21,3;20,5
MAT_2025;22;8;14;;;;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I20S3C1J2V3;NO ACREDITADA;22;;8;9;3;1;1;;27,7;27,4;27,9
MAT_2025;1;;1;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);INGENIERIA COMERCIAL MENCION CONTROL DE GESTION;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I81S1C200J2V1;NO ACREDITADA;1;;;;1;;;;34;;34
MAT_2025;84;39;45;27;11;16;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);INGENIERIA EN INFORMACION Y CONTROL DE GESTION;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería en Control de Gestión;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I81S1C128J1V1;NO ACREDITADA;84;36;39;7;2;;;;21,1;21;21,1
MAT_2025;488;135;353;148;37;111;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Valparaíso;VALPARAISO;VIÑA DEL MAR;SEDE VIÑA DEL MAR;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S3C1J1V1;NO ACREDITADA;488;118;329;41;;;;;21,2;21,2;21,2
MAT_2025;137;71;66;137;71;66;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CASONA DE LAS CONDES;INGENIERIA EN NEGOCIOS INTERNACIONALES;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería en Comercio Exterior;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S2C895J1V1;NO ACREDITADA;137;97;37;3;;;;;19,3;19,1;19,5
MAT_2025;906;413;493;217;101;116;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;INGENIERIA EN INFORMACION Y CONTROL DE GESTION;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería en Control de Gestión;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I70S1C816J1V1;NO ACREDITADA;906;214;609;76;6;1;;;21,3;21,2;21,4
MAT_2025;451;215;236;103;47;56;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;CONTADOR AUDITOR;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Contador Auditor;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I70S1C814J1V1;NO ACREDITADA;451;133;283;29;4;;2;;21,2;21,3;21
MAT_2025;41;14;27;;;;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INGENIERIA EN LOGISTICA Y TRANSPORTE;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería en Logística;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I20S1C87J2V1;NO ACREDITADA;41;1;20;9;4;1;6;;27,2;27,4;27,1
MAT_2025;197;141;56;56;45;11;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CASONA DE LAS CONDES;INGENIERIA EN TURISMO Y HOTELERIA;Administración y Comercio;Servicios;Servicios Personales;Administración Turística y Hotelera;Servicios;Servicios personales;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I20S2C81J1V1;NO ACREDITADA;197;60;117;20;;;;;21;20,7;21,8
MAT_2025;250;107;143;72;30;42;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;84;UNIVERSIDAD DE LOS LAGOS;ACREDITADA;Los Lagos;OSORNO;OSORNO;CASA CENTRAL (OSORNO);INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I84S1C19J1V1;NO ACREDITADA;250;73;145;28;3;;1;;21,2;21,5;21
MAT_2025;209;109;100;56;28;28;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;84;UNIVERSIDAD DE LOS LAGOS;ACREDITADA;Los Lagos;OSORNO;OSORNO;CASA CENTRAL (OSORNO);CONTADOR PUBLICO AUDITOR;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Contador Auditor;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I84S1C6J1V1;NO ACREDITADA;209;71;123;12;2;;1;;20,9;20,9;20,9
MAT_2025;217;94;123;66;26;40;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;CONTADOR PUBLICO AUDITOR;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Contador Auditor;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I85S3C8J1V2;NO ACREDITADA;217;79;124;9;1;2;2;;20,9;21,6;20,4
MAT_2025;96;66;30;24;18;6;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;INGENIERIA EN GESTION TURISTICA;Administración y Comercio;Servicios;Servicios Personales;Administración Turística y Hotelera;Servicios;Servicios personales;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I85S3C54J1V1;NO ACREDITADA;96;27;61;4;1;1;2;;21,7;21,5;22,4
MAT_2025;499;215;284;118;48;70;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I85S3C13J1V1;NO ACREDITADA;499;126;314;49;5;;5;;21,6;21,8;21,5
MAT_2025;45;30;15;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;CONTADOR PUBLICO AUDITOR;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Contador Auditor;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I85S3C8J1V1;NO ACREDITADA;45;;30;11;3;;1;;24,4;24,8;23,6
MAT_2025;448;274;174;121;76;45;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;85;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE PROVIDENCIA;INGENIERIA EN COMERCIO INTERNACIONAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería en Comercio Exterior;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I85S3C28J1V1;NO ACREDITADA;448;147;256;39;6;;;;21,1;21;21,3
MAT_2025;24;18;6;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I81S1C14J1V2;NO ACREDITADA;24;;;9;5;4;6;;33,4;32,6;35,7
MAT_2025;193;97;96;49;22;27;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);INGENIERIA COMERCIAL;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I81S1C14J1V1;NO ACREDITADA;193;53;110;23;3;;4;;21,9;21,9;21,9
MAT_2025;14;3;11;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Arica y Parinacota;ARICA;ARICA;SEDE ARICA;INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I81S5C223J2V4;NO ACREDITADA;14;;;1;3;7;3;;36,7;37,7;36,5
MAT_2025;38;29;9;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Arica y Parinacota;ARICA;ARICA;SEDE ARICA;INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I81S5C223J2V3;NO ACREDITADA;38;;8;6;9;7;8;;34,3;36,2;28,2
MAT_2025;84;49;35;30;18;12;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);CONTADOR PUBLICO Y AUDITOR;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Contador Auditor;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I81S1C4J1V1;NO ACREDITADA;84;30;42;9;1;;2;;21,7;21,4;22,2
MAT_2025;1;;1;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;La Araucanía;MALLECO;VICTORIA;SEDE VICTORIA;INGENIERIA COMERCIAL MENCION CONTROL DE GESTION;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;I81S3C410J1V1;NO ACREDITADA;1;;;;;;1;;62;;62
MAT_2025;43;32;11;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;La Araucanía;MALLECO;VICTORIA;SEDE VICTORIA;INGENIERIA COMERCIAL MENCION ADMINISTRACION DE EMPRESAS;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería Comercial;Administración de Empresas y Derecho;Educación Comercial y Administración;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Vespertina;I81S3C223J2V3;NO ACREDITADA;43;;19;9;6;4;5;;28,3;29;26,4
